order_id,customer_id,product_id,order_date,quantity,price_per_unit,total_amount,payment_method
94,287,1481,2025-04-19 19:32:05.264439,2,572.85,1145.7,Credit Card
95,626,1478,2024-07-08 19:32:05.264444,2,2228.68,4457.36,Debit Card
96,310,1038,2024-10-02 19:32:05.264448,3,620.03,1860.09,Wallet
97,434,1549,2024-07-07 19:32:05.264456,2,1099.82,2199.64,Wallet
98,546,202,2024-04-04 19:32:05.264464,1,2096.75,2096.75,Debit Card
99,1146,769,2025-09-24 19:32:05.264472,2,1382.99,2765.98,Debit Card
100,1384,1400,2024-07-05 19:32:05.264479,3,1044.89,3134.67,Wallet
101,192,491,2025-04-07 19:32:05.264487,2,1510.93,3021.86,COD
102,1476,194,2024-07-26 19:32:05.264496,2,1172.21,2344.42,Wallet
103,341,297,2024-09-07 19:32:05.264505,3,2452.77,7358.31,UPI
104,822,813,2024-08-09 19:32:05.264513,1,2928.95,2928.95,UPI
105,288,133,2024-07-07 19:32:05.264520,3,1871.97,5615.91,Wallet
106,1375,982,2025-12-07 19:32:05.264529,1,2530.5,2530.5,Credit Card
107,946,456,2026-02-22 19:32:05.264537,3,2631.71,7895.13,Wallet
108,1072,1529,2025-03-16 19:32:05.264545,2,910.15,1820.3,COD
109,1020,864,2024-09-26 19:32:05.264553,2,1626.79,3253.58,UPI
110,870,62,2024-11-20 19:32:05.264562,2,451.56,903.12,UPI
111,163,640,2024-04-04 19:32:05.264571,1,1177.71,1177.71,Debit Card
112,778,363,2024-06-24 19:32:05.264578,3,2392.13,7176.39,Debit Card
113,326,488,2024-07-09 19:32:05.264586,2,720.64,1441.28,Debit Card
114,1187,794,2024-07-14 19:32:05.264594,1,1801.15,1801.15,UPI
115,115,1142,2024-04-26 19:32:05.264603,1,2200.99,2200.99,Credit Card
116,763,512,2025-05-26 19:32:05.264611,3,1206.72,3620.16,Debit Card
117,213,261,2025-07-04 19:32:05.264618,3,2118.1,6354.3,UPI
118,635,1515,2026-01-22 19:32:05.264627,3,2685.26,8055.78,Debit Card
119,394,852,2025-02-24 19:32:05.264635,2,2353.03,4706.06,Credit Card
120,1305,677,2025-03-19 19:32:05.264642,2,941.15,1882.3,Wallet
121,726,1978,2025-10-03 19:32:05.264652,3,1455.45,4366.35,Wallet
122,1493,826,2024-06-27 19:32:05.264659,1,2387.43,2387.43,Debit Card
123,369,509,2025-08-30 19:32:05.264668,1,1728.06,1728.06,Wallet
124,652,1281,2024-04-24 19:32:05.264676,2,595.7,1191.4,Debit Card
125,1141,1546,2024-07-28 19:32:05.264684,1,2408.01,2408.01,Debit Card
126,1253,104,2026-03-02 19:32:05.264692,3,755.29,2265.87,Credit Card
127,1336,1061,2024-07-18 19:32:05.264700,1,2743.14,2743.14,Credit Card
128,623,1234,2025-05-25 19:32:05.264709,2,2086.58,4173.16,Debit Card
129,618,292,2025-08-19 19:32:05.264717,1,1662.38,1662.38,UPI
130,1445,267,2025-02-11 19:32:05.264727,2,526.29,1052.58,COD
131,1174,1830,2024-04-28 19:32:05.264737,1,2270.72,2270.72,COD
132,869,1155,2025-04-27 19:32:05.264746,1,1356.24,1356.24,Debit Card
133,778,5,2024-11-22 19:32:05.264754,2,1075.55,2151.1,Credit Card
134,530,1453,2025-04-18 19:32:05.264763,3,1637.96,4913.88,COD
135,658,1835,2025-11-11 19:32:05.264771,3,1489.32,4467.96,Credit Card
136,1187,785,2025-05-17 19:32:05.264778,3,1282.75,3848.25,Wallet
137,848,523,2025-05-15 19:32:05.264787,2,694.91,1389.82,Wallet
138,1120,1353,2025-09-17 19:32:05.264795,1,597.87,597.87,Credit Card
139,1069,119,2024-05-17 19:32:05.264803,2,2790.73,5581.46,Credit Card
140,339,1648,2024-08-05 19:32:05.264812,2,2827.9,5655.8,Wallet
141,124,728,2025-01-28 19:32:05.264820,2,2237.19,4474.38,Wallet
142,239,63,2025-07-08 19:32:05.264828,3,992.19,2976.57,Debit Card
143,597,591,2024-07-23 19:32:05.264836,1,855.01,855.01,Credit Card
144,1249,228,2025-11-06 19:32:05.264843,1,450.25,450.25,COD
145,267,10,2025-01-31 19:32:05.264852,1,734.48,734.48,Wallet
146,1467,1699,2025-03-07 19:32:05.264859,1,1247.22,1247.22,Debit Card
147,1408,1245,2024-10-01 19:32:05.264867,2,1476.21,2952.42,UPI
148,580,1761,2024-08-04 19:32:05.264875,3,2359.68,7079.04,Debit Card
149,287,1525,2025-12-25 19:32:05.264882,3,605.3,1815.9,UPI
150,1108,213,2024-08-25 19:32:05.264891,2,2825.32,5650.64,Debit Card
151,1259,335,2026-01-18 19:32:05.264900,1,919.4,919.4,Debit Card
152,1106,1863,2025-07-17 19:32:05.264909,2,683.25,1366.5,COD
153,551,758,2025-05-07 19:32:05.264917,2,1473.85,2947.7,Debit Card
154,761,1255,2025-05-10 19:32:05.264926,3,2978.91,8936.73,COD
155,956,1961,2025-04-06 19:32:05.264935,2,2164.31,4328.62,Debit Card
156,1024,1279,2025-12-12 19:32:05.264944,2,886.61,1773.22,COD
157,591,1220,2025-02-12 19:32:05.264953,3,902.07,2706.21,COD
158,840,932,2026-01-04 19:32:05.264963,1,926.83,926.83,Credit Card
159,1472,570,2025-12-08 19:32:05.264972,1,1097.62,1097.62,UPI
160,1070,860,2025-11-08 19:32:05.264981,2,2113.97,4227.94,Credit Card
161,428,887,2025-11-05 19:32:05.264990,3,2165.03,6495.09,UPI
162,1037,423,2025-05-19 19:32:05.264999,2,2946.91,5893.82,Credit Card
163,1315,739,2024-08-07 19:32:05.265008,3,540.93,1622.79,Debit Card
164,87,776,2024-09-18 19:32:05.265018,2,1193.14,2386.28,Wallet
165,274,1886,2026-03-04 19:32:05.265027,1,1478.96,1478.96,Debit Card
166,986,716,2025-05-19 19:32:05.265036,2,980.57,1961.14,COD
167,138,1944,2025-01-03 19:32:05.265044,3,2663.56,7990.68,Wallet
168,300,416,2024-07-01 19:32:05.265054,1,2509.35,2509.35,Credit Card
169,1108,1127,2025-04-17 19:32:05.265062,2,1575.93,3151.86,UPI
170,694,133,2025-11-28 19:32:05.265072,3,1871.97,5615.91,COD
171,64,1126,2025-11-05 19:32:05.265081,1,2143.74,2143.74,Debit Card
172,561,311,2025-12-05 19:32:05.265089,3,1383.13,4149.39,COD
173,1295,1188,2024-07-05 19:32:05.265098,2,1018.58,2037.16,COD
174,834,478,2024-06-20 19:32:05.265109,3,1902.6,5707.8,Debit Card
175,1164,383,2026-02-12 19:32:05.265118,1,1378.97,1378.97,Wallet
176,1100,1979,2025-09-28 19:32:05.265126,1,2897.22,2897.22,Debit Card
177,1240,1904,2024-07-25 19:32:05.265135,2,2854.58,5709.16,Credit Card
178,1460,834,2025-06-11 19:32:05.265144,1,1193.47,1193.47,COD
179,961,1703,2025-05-16 19:32:05.265152,1,1155.04,1155.04,Credit Card
180,1088,1307,2024-05-19 19:32:05.265162,3,2496.78,7490.34,Credit Card
181,618,86,2025-09-21 19:32:05.265170,1,1510.09,1510.09,COD
182,402,760,2025-01-16 19:32:05.265179,2,1734.19,3468.38,Debit Card
183,521,270,2024-11-13 19:32:05.265188,1,1558.95,1558.95,Credit Card
184,1166,1897,2024-08-11 19:32:05.265197,1,2137.11,2137.11,Debit Card
185,744,800,2024-11-09 19:32:05.265206,3,1341.1,4023.3,UPI
186,1046,1282,2025-03-15 19:32:05.265215,3,1580.16,4740.48,Debit Card
187,1080,1848,2025-11-22 19:32:05.265224,3,2383.22,7149.66,Debit Card
188,1019,1002,2025-08-14 19:32:05.265232,1,406.26,406.26,Wallet
189,1299,1905,2024-06-17 19:32:05.265241,2,1255.96,2511.92,COD
190,1205,1171,2024-05-13 19:32:05.265251,3,2892.64,8677.92,UPI
191,396,1425,2025-02-22 19:32:05.265260,1,1458.51,1458.51,Wallet
192,1076,319,2025-12-05 19:32:05.265269,3,2150.29,6450.87,Credit Card
193,1248,733,2025-06-07 19:32:05.265278,1,2335.85,2335.85,UPI
194,236,1195,2025-09-02 19:32:05.265288,2,2487.13,4974.26,UPI
195,853,1748,2024-03-17 19:32:05.265297,1,1800.01,1800.01,Credit Card
196,953,952,2025-06-18 19:32:05.265306,2,1106.63,2213.26,Credit Card
197,624,375,2025-05-05 19:32:05.265316,3,446.17,1338.51,Wallet
198,406,361,2025-02-22 19:32:05.265325,2,2904.84,5809.68,COD
199,1267,970,2024-11-08 19:32:05.265334,3,637.47,1912.41,Debit Card
200,286,1688,2024-12-02 19:32:05.265344,3,2271.01,6813.03,UPI
201,146,1019,2025-07-21 19:32:05.265353,2,2320.41,4640.82,Debit Card
202,747,1659,2025-04-20 19:32:05.265364,2,2704.05,5408.1,UPI
203,899,827,2024-09-08 19:32:05.265372,2,2737.18,5474.36,Debit Card
204,713,870,2024-12-31 19:32:05.265381,2,1036.87,2073.74,Wallet
205,541,73,2024-05-27 19:32:05.265390,3,1261.56,3784.68,Wallet
206,732,718,2024-06-22 19:32:05.265399,3,2145.96,6437.88,Debit Card
207,1384,1933,2025-10-20 19:32:05.265408,3,1308.07,3924.21,Debit Card
208,85,1758,2025-04-16 19:32:05.265417,3,2089.14,6267.42,Credit Card
209,152,252,2025-09-22 19:32:05.265425,3,1816.92,5450.76,Wallet
210,1088,552,2025-03-05 19:32:05.265434,3,531.31,1593.93,COD
211,1205,1656,2024-09-10 19:32:05.265442,1,2496.02,2496.02,Credit Card
212,615,1528,2024-11-08 19:32:05.265450,2,2965.14,5930.28,Credit Card
213,603,915,2025-01-12 19:32:05.265458,3,628.59,1885.77,UPI
214,1096,1588,2024-06-15 19:32:05.265467,2,1716.58,3433.16,UPI
215,854,134,2024-12-20 19:32:05.265475,2,2397.2,4794.4,UPI
216,1315,749,2024-06-11 19:32:05.265483,2,1841.87,3683.74,Debit Card
217,224,1150,2024-03-23 19:32:05.265491,3,1342.97,4028.91,Credit Card
218,963,1142,2025-03-04 19:32:05.265500,2,2200.99,4401.98,UPI
219,1001,1103,2025-06-12 19:32:05.265508,1,771.32,771.32,COD
220,811,1447,2026-03-09 19:32:05.265516,2,992.96,1985.92,Debit Card
221,182,660,2026-03-08 19:32:05.265524,3,2113.53,6340.59,COD
222,1219,1657,2024-07-27 19:32:05.265532,3,478.92,1436.76,Debit Card
223,925,650,2024-04-19 19:32:05.265540,2,1815.65,3631.3,Wallet
224,583,762,2025-08-09 19:32:05.265548,1,2330.07,2330.07,Credit Card
225,483,69,2025-05-15 19:32:05.265556,2,2435.54,4871.08,Debit Card
226,1308,633,2024-04-10 19:32:05.265564,1,704.59,704.59,Credit Card
227,1447,1451,2025-02-15 19:32:05.265572,1,2159.49,2159.49,COD
228,226,397,2025-08-08 19:32:05.265581,2,458.42,916.84,Debit Card
229,797,61,2024-07-16 19:32:05.265589,2,2582.45,5164.9,Credit Card
230,61,590,2026-02-02 19:32:05.265597,2,685.34,1370.68,COD
231,1213,1707,2026-01-12 19:32:05.265606,1,1638.18,1638.18,UPI
232,1079,1064,2025-08-09 19:32:05.265614,2,2011.24,4022.48,Credit Card
233,1375,334,2026-02-17 19:32:05.265622,2,1828.68,3657.36,COD
234,567,505,2024-11-19 19:32:05.265632,3,2219.32,6657.96,Wallet
235,1184,1322,2024-06-20 19:32:05.265641,2,2956.34,5912.68,COD
236,177,339,2024-07-28 19:32:05.265649,2,561.98,1123.96,Wallet
237,179,1859,2024-09-16 19:32:05.265658,2,1802.32,3604.64,Wallet
238,1185,164,2024-07-07 19:32:05.265666,1,2211.83,2211.83,Debit Card
239,588,1440,2025-01-11 19:32:05.265676,3,1748.45,5245.35,Credit Card
240,596,1895,2025-03-24 19:32:05.265684,3,2452.02,7356.06,COD
241,496,988,2024-05-18 19:32:05.265694,3,2870.48,8611.44,Credit Card
242,1083,23,2024-05-12 19:32:05.265703,1,1168.44,1168.44,Credit Card
243,6,1237,2024-10-07 19:32:05.265713,1,1207,1207,Debit Card
244,71,26,2025-11-14 19:32:05.265722,3,1424.24,4272.72,UPI
245,1289,1324,2024-11-06 19:32:05.265732,2,1311.8,2623.6,UPI
246,694,242,2025-06-15 19:32:05.265741,1,2344.85,2344.85,Wallet
247,64,1146,2025-07-13 19:32:05.265892,3,2926.67,8780.01,Credit Card
248,326,534,2025-11-18 19:32:05.265926,1,1029.85,1029.85,COD
249,414,934,2024-07-07 19:32:05.265933,1,446.87,446.87,COD
250,1176,440,2024-06-07 19:32:05.265939,1,1418.94,1418.94,Wallet
251,168,773,2024-03-21 19:32:05.265945,3,2537.62,7612.86,COD
252,1276,350,2025-11-01 19:32:05.265950,2,585.88,1171.76,UPI
253,945,306,2024-05-03 19:32:05.265955,1,617.82,617.82,Wallet
254,1272,102,2024-09-08 19:32:05.265961,3,2215.9,6647.7,UPI
255,1112,1063,2025-05-15 19:32:05.265966,3,2905.28,8715.84,COD
256,1441,1135,2025-12-10 19:32:05.265971,3,2610.78,7832.34,Wallet
257,1453,931,2024-04-20 19:32:05.265976,1,625.9,625.9,COD
258,51,1494,2025-08-30 19:32:05.265981,2,496.89,993.78,Wallet
259,545,1742,2025-05-24 19:32:05.265987,1,2439.83,2439.83,Wallet
260,179,1734,2024-07-01 19:32:05.265992,1,673.19,673.19,Credit Card
261,1305,292,2024-07-30 19:32:05.265998,2,1662.38,3324.76,Wallet
262,1161,1928,2026-03-04 19:32:05.266002,3,513.64,1540.92,COD
263,792,777,2024-10-26 19:32:05.266008,3,604.98,1814.94,COD
264,1361,509,2024-09-27 19:32:05.266013,3,1728.06,5184.18,COD
265,270,270,2025-05-22 19:32:05.266018,3,1558.95,4676.85,Debit Card
266,848,185,2025-08-18 19:32:05.266023,2,2090.63,4181.26,Debit Card
267,242,640,2025-02-21 19:32:05.266028,3,1177.71,3533.13,COD
268,1463,749,2025-07-31 19:32:05.266033,1,1841.87,1841.87,Credit Card
269,618,283,2025-07-21 19:32:05.266038,2,842.69,1685.38,Credit Card
270,982,404,2024-06-19 19:32:05.266047,3,2440.48,7321.44,Credit Card
271,6,1373,2024-06-01 19:32:05.266052,2,635.01,1270.02,Wallet
272,281,174,2025-09-17 19:32:05.266057,1,1851.24,1851.24,COD
273,1102,445,2026-02-12 19:32:05.266062,2,2268.29,4536.58,Debit Card
274,1126,17,2024-11-11 19:32:05.266067,3,1113.06,3339.18,Debit Card
275,766,504,2025-01-31 19:32:05.266072,2,2763.07,5526.14,Wallet
276,481,1802,2025-11-13 19:32:05.266077,1,1086.81,1086.81,COD
277,297,1460,2025-05-13 19:32:05.266082,1,558.71,558.71,Debit Card
278,1360,1587,2024-09-18 19:32:05.266087,1,2352.16,2352.16,Wallet
279,758,806,2025-03-09 19:32:05.266092,1,1920.87,1920.87,COD
280,49,691,2024-05-19 19:32:05.266097,3,610.14,1830.42,Wallet
281,878,1624,2024-09-15 19:32:05.266101,2,1363.54,2727.08,Credit Card
282,623,874,2024-03-27 19:32:05.266106,3,2655.47,7966.41,UPI
283,1409,805,2025-04-29 19:32:05.266111,2,1070.2,2140.4,COD
284,592,546,2026-02-12 19:32:05.266115,1,993.07,993.07,Credit Card
285,121,945,2025-12-28 19:32:05.266120,2,875.48,1750.96,Debit Card
286,729,1957,2024-04-05 19:32:05.266125,2,1483.22,2966.44,Wallet
287,390,1790,2024-06-01 19:32:05.266129,1,1512.71,1512.71,Debit Card
288,623,1050,2026-01-30 19:32:05.266135,3,491.16,1473.48,Wallet
289,1019,1290,2025-05-03 19:32:05.266139,3,1323.22,3969.66,UPI
290,1061,1125,2025-07-30 19:32:05.266144,3,534.56,1603.68,Credit Card
291,1254,386,2024-04-19 19:32:05.266148,1,1632.23,1632.23,Debit Card
292,761,38,2024-08-06 19:32:05.266153,2,1258.26,2516.52,Credit Card
293,35,710,2024-10-03 19:32:05.266158,2,2631.65,5263.3,UPI
294,454,1131,2025-03-22 19:32:05.266162,2,745.24,1490.48,COD
295,895,1994,2024-09-07 19:32:05.266167,2,1213.69,2427.38,Credit Card
296,1006,877,2024-09-19 19:32:05.266179,2,1397.09,2794.18,Wallet
297,1380,1050,2025-11-02 19:32:05.266187,1,491.16,491.16,UPI
298,556,698,2024-08-21 19:32:05.266196,2,1218.97,2437.94,COD
299,1374,766,2024-06-01 19:32:05.266204,2,2055.7,4111.4,Credit Card
300,673,1211,2025-01-19 19:32:05.266211,2,1599.19,3198.38,Wallet
301,1222,1570,2026-02-21 19:32:05.266216,3,2910.13,8730.39,COD
302,1108,89,2025-03-31 19:32:05.266221,3,1320.42,3961.26,UPI
303,346,981,2026-03-05 19:32:05.266226,2,1167.05,2334.1,UPI
304,1241,1694,2025-11-24 19:32:05.266231,1,1796.22,1796.22,Credit Card
305,620,1998,2024-06-02 19:32:05.266236,3,2428.95,7286.85,COD
306,1231,622,2025-07-25 19:32:05.266241,3,1170.07,3510.21,Credit Card
307,475,1843,2025-05-03 19:32:05.266245,2,2496.77,4993.54,Debit Card
308,1360,1371,2024-04-11 19:32:05.266250,2,2441.85,4883.7,UPI
309,713,1193,2024-12-25 19:32:05.266255,3,2619.61,7858.83,COD
310,206,831,2024-09-08 19:32:05.266261,2,2619.7,5239.4,UPI
311,1048,299,2024-04-28 19:32:05.266266,1,1229.19,1229.19,Debit Card
312,70,436,2025-11-07 19:32:05.266270,3,1357.95,4073.85,UPI
313,1225,1892,2025-11-26 19:32:05.266275,2,1969.8,3939.6,Debit Card
314,879,209,2025-02-07 19:32:05.266279,2,2309.05,4618.1,UPI
315,1278,1109,2024-06-28 19:32:05.266284,1,1962.45,1962.45,Credit Card
316,277,293,2025-08-29 19:32:05.266289,3,2501.62,7504.86,Wallet
317,951,1187,2026-01-02 19:32:05.266294,1,1371.1,1371.1,Wallet
318,472,902,2026-01-21 19:32:05.266299,2,2259.42,4518.84,COD
319,446,49,2026-01-09 19:32:05.266304,3,1305.79,3917.37,Debit Card
320,285,1397,2025-05-21 19:32:05.266309,2,2985.79,5971.58,Credit Card
321,861,274,2024-07-29 19:32:05.266314,3,1206.43,3619.29,Debit Card
322,578,1953,2026-03-07 19:32:05.266318,1,1768.01,1768.01,Debit Card
323,838,1531,2025-06-23 19:32:05.266323,1,1422.87,1422.87,UPI
324,234,677,2025-01-05 19:32:05.266328,1,941.15,941.15,Wallet
325,870,1208,2025-09-17 19:32:05.266333,2,743.01,1486.02,Credit Card
326,1116,1064,2025-06-12 19:32:05.266338,3,2011.24,6033.72,Credit Card
327,708,610,2025-04-16 19:32:05.266342,1,2232.36,2232.36,COD
328,1371,176,2025-04-29 19:32:05.266347,2,732.45,1464.9,Credit Card
329,1290,244,2025-11-30 19:32:05.266352,1,405.41,405.41,UPI
330,46,1389,2025-04-02 19:32:05.266356,1,2244.89,2244.89,Wallet
331,794,296,2024-10-27 19:32:05.266361,1,1325.07,1325.07,Debit Card
332,761,1755,2025-04-07 19:32:05.266366,3,2436.04,7308.12,UPI
333,1332,1439,2024-08-11 19:32:05.266370,3,2996.18,8988.54,COD
334,1440,1520,2025-01-07 19:32:05.266375,2,2389.96,4779.92,Credit Card
335,874,1696,2025-07-30 19:32:05.266380,1,1903.41,1903.41,Debit Card
336,578,849,2024-08-21 19:32:05.266384,3,1515.54,4546.62,Wallet
337,961,640,2024-09-05 19:32:05.266389,2,1177.71,2355.42,UPI
338,528,136,2025-01-08 19:32:05.266394,3,624.75,1874.25,Wallet
339,562,623,2025-02-05 19:32:05.266399,2,1785.89,3571.78,Wallet
340,127,881,2024-10-24 19:32:05.266404,1,890.89,890.89,Credit Card
341,1482,1238,2025-06-17 19:32:05.266409,1,1578.39,1578.39,UPI
342,1459,688,2024-08-17 19:32:05.266413,2,1664.84,3329.68,Credit Card
343,632,1484,2024-07-22 19:32:05.266418,2,1026.44,2052.88,Wallet
344,1267,1069,2024-04-29 19:32:05.266423,3,2982.11,8946.33,COD
345,426,1348,2024-11-26 19:32:05.266427,2,1237.48,2474.96,Wallet
346,73,1557,2025-02-07 19:32:05.266432,1,2090.87,2090.87,COD
347,983,1620,2025-03-31 19:32:05.266437,1,2663.56,2663.56,Wallet
348,924,865,2024-04-01 19:32:05.266442,2,580.96,1161.92,COD
349,548,1005,2024-12-16 19:32:05.266447,3,1956.72,5870.16,UPI
350,164,1526,2024-12-13 19:32:05.266451,1,2396.47,2396.47,Wallet
351,516,275,2024-07-08 19:32:05.266456,1,584.69,584.69,UPI
352,979,877,2025-07-02 19:32:05.266461,1,1397.09,1397.09,Debit Card
353,644,477,2024-07-11 19:32:05.266465,1,1743.9,1743.9,Wallet
354,224,346,2025-10-11 19:32:05.266471,2,1677.22,3354.44,COD
