product_id,product_name,category,brand,cost_price,selling_price
103,BrandD Shoes 103,Shoes,BrandC,374.93,2563.23
104,BrandC Shorts 104,Sweater,BrandD,1187.73,755.29
105,BrandB Shoes 105,Shorts,BrandA,788.95,1242.2
106,BrandA Shirt 106,Sneakers,BrandD,581.01,1200.15
107,BrandB Shoes 107,Sneakers,BrandD,1784,553.6
108,BrandC Jeans 108,Jeans,BrandE,1229.25,937.51
109,BrandB Sneakers 109,Shirt,BrandB,1102.87,2618.57
110,BrandD Shoes 110,Skirt,BrandD,1510.65,421.83
111,BrandD Dress 111,Jacket,BrandB,438.68,1001.48
112,BrandB Shorts 112,Sweater,BrandC,1667.22,2096.33
113,BrandC Jeans 113,Sweater,BrandB,933.9,984.18
114,BrandD Skirt 114,Jacket,BrandC,1419.9,1779.14
115,BrandD Jeans 115,Shoes,BrandB,1546.49,1205.36
116,BrandD T-Shirt 116,Skirt,BrandD,900.08,1144.87
117,BrandC T-Shirt 117,Shoes,BrandA,1384.97,1607.16
118,BrandE Dress 118,Shoes,BrandE,1467.38,912
119,BrandE Jeans 119,Sweater,BrandE,1404.01,2790.73
120,BrandD Shorts 120,Jeans,BrandB,1650.6,1402.94
121,BrandD Jeans 121,Shoes,BrandD,796.15,2253.73
122,BrandE Jeans 122,Skirt,BrandD,1231.66,2138.19
123,BrandB Dress 123,Shirt,BrandA,1627,844.15
124,BrandE Jeans 124,Skirt,BrandB,710.94,1377.71
125,BrandD Sneakers 125,Dress,BrandA,779.62,866.1
126,BrandC Skirt 126,T-Shirt,BrandA,1719.35,1770.19
127,BrandB Skirt 127,Dress,BrandE,474.93,1992.84
128,BrandB Sweater 128,Shorts,BrandB,1205.67,883.29
129,BrandE Dress 129,Sweater,BrandE,1059.43,1980.86
130,BrandC Shorts 130,Dress,BrandC,985.29,2559.54
131,BrandA Sweater 131,Shirt,BrandD,1502.84,1860.63
132,BrandA Jacket 132,Shorts,BrandC,1247.3,1662.64
133,BrandE Shoes 133,Jeans,BrandC,1498.16,1871.97
134,BrandB T-Shirt 134,Dress,BrandB,1328.95,2397.2
135,BrandB Dress 135,Dress,BrandD,1203.26,2739.29
136,BrandD Sneakers 136,Skirt,BrandC,1244.96,624.75
137,BrandA Sweater 137,Sneakers,BrandE,485.4,2185.83
138,BrandC Jeans 138,Jacket,BrandE,649.51,995.38
139,BrandE Jeans 139,Skirt,BrandB,1834.99,739.54
140,BrandE Shorts 140,Shirt,BrandC,1855.12,700.91
141,BrandE Shoes 141,Shirt,BrandB,1254.36,2747
142,BrandB Jeans 142,Sweater,BrandE,1779.25,1091.02
143,BrandB Jacket 143,Jeans,BrandE,1613.26,2435.65
144,BrandD Jacket 144,T-Shirt,BrandC,733.49,2711.48
145,BrandD Shirt 145,Sweater,BrandA,1887.78,1645.61
146,BrandC Jacket 146,Jeans,BrandA,1884.98,1891.28
147,BrandE Jacket 147,Dress,BrandB,1691.7,1973.51
148,BrandD Shirt 148,Jeans,BrandB,1380.37,579.11
149,BrandA Sneakers 149,Shoes,BrandE,1708.13,2158.42
150,BrandD Dress 150,Sweater,BrandA,1575.74,470.94
151,BrandC Shorts 151,Shorts,BrandB,1529.17,2492.53
152,BrandC Sneakers 152,Shirt,BrandE,614.6,676.96
153,BrandD T-Shirt 153,Shoes,BrandD,1811.2,1721.09
154,BrandD T-Shirt 154,Jeans,BrandE,1363.53,1814.59
155,BrandB Jeans 155,Skirt,BrandD,1416.71,2446.53
156,BrandB Dress 156,Dress,BrandC,1295.07,967.63
157,BrandC Jacket 157,T-Shirt,BrandB,1337.49,2539.45
158,BrandA Shorts 158,Jeans,BrandB,1633.56,2707.07
159,BrandE Sneakers 159,Shirt,BrandD,1459.43,1155.71
160,BrandD T-Shirt 160,Skirt,BrandA,1368.15,649.18
161,BrandD Shorts 161,Shorts,BrandC,428.16,1122.42
162,BrandB Sweater 162,Skirt,BrandB,670.21,548.65
163,BrandA Sneakers 163,Dress,BrandB,1930.54,1613.31
164,BrandB T-Shirt 164,T-Shirt,BrandB,1647.23,2211.83
165,BrandA Jeans 165,Shirt,BrandC,1533.1,1592.94
166,BrandC Shirt 166,Shirt,BrandD,789.69,2072.79
167,BrandA Dress 167,Sweater,BrandC,917.2,2816.51
168,BrandD Shoes 168,Jeans,BrandE,1650.88,2398.25
169,BrandB Jeans 169,Shorts,BrandC,1537.17,1548.61
170,BrandC Skirt 170,Shirt,BrandE,903.87,923.31
171,BrandE Sneakers 171,Shorts,BrandC,1221.55,1919.56
172,BrandA Jacket 172,Skirt,BrandB,680.24,1047.47
173,BrandA Sweater 173,Sweater,BrandD,743.56,1386.83
174,BrandE Shorts 174,Skirt,BrandE,908.31,1851.24
175,BrandD Skirt 175,Sneakers,BrandC,1827.3,536.12
176,BrandD Dress 176,Shorts,BrandA,1784.29,732.45
177,BrandC Skirt 177,Shoes,BrandD,1130.99,1918.44
178,BrandD Shorts 178,Jacket,BrandC,704.33,1100.74
179,BrandB Shoes 179,Shorts,BrandE,1651.7,2499.96
180,BrandE Shoes 180,Sneakers,BrandB,710.51,1672.73
181,BrandB Skirt 181,Sweater,BrandA,1206.11,2532.69
182,BrandC Shoes 182,Sweater,BrandB,1457.08,1586.2
183,BrandA Shorts 183,Jacket,BrandE,492.76,1652
184,BrandD Shoes 184,Skirt,BrandB,491.69,2829.8
185,BrandE Shoes 185,Shoes,BrandC,379.99,2090.63
186,BrandD Dress 186,Jeans,BrandE,930.67,1266.23
187,BrandC Dress 187,Sweater,BrandE,1498.89,2434.13
188,BrandD Sweater 188,T-Shirt,BrandD,313.29,1341.21
189,BrandB Shirt 189,Jacket,BrandA,1467.07,891.97
190,BrandC Skirt 190,Jeans,BrandC,420.84,1538.6
191,BrandD Sneakers 191,Shoes,BrandA,1296.4,919.91
192,BrandE Jacket 192,Shirt,BrandB,901.28,2109.05
193,BrandC Sneakers 193,Dress,BrandD,1839.57,2735.67
194,BrandC Sweater 194,Shoes,BrandA,349.44,1172.21
195,BrandB Skirt 195,Jacket,BrandA,1287.81,2150.23
196,BrandA Shirt 196,Shorts,BrandC,1250.72,1286.84
197,BrandC Shoes 197,Shoes,BrandE,1401.21,1430.84
198,BrandB Jeans 198,Jacket,BrandE,1934.15,489.3
199,BrandB Shoes 199,T-Shirt,BrandE,1533.88,885.3
200,BrandD Shorts 200,Jacket,BrandD,1885.32,2977.06
201,BrandC Sneakers 201,Skirt,BrandB,1288.56,2638.81
202,BrandC Dress 202,Dress,BrandB,1971.22,2096.75
203,BrandE Shorts 203,Sweater,BrandB,446.64,1070.33
204,BrandB T-Shirt 204,Dress,BrandD,1233.57,1613.78
205,BrandE Shirt 205,Dress,BrandE,309.47,1715.55
206,BrandA Sneakers 206,Sweater,BrandC,504.98,1883.92
207,BrandC Jacket 207,Shorts,BrandE,1219.49,2055.91
208,BrandD Shoes 208,Skirt,BrandB,546.13,2798.18
209,BrandD Shorts 209,Shorts,BrandE,430.49,2309.05
210,BrandA Sneakers 210,Jacket,BrandB,1534.92,1230.99
211,BrandC Sweater 211,Skirt,BrandE,361.31,1973.92
212,BrandB Skirt 212,Jeans,BrandC,1315.83,2142.49
213,BrandE Shoes 213,Jeans,BrandB,913.98,2825.32
214,BrandA Shorts 214,Skirt,BrandC,1608.4,702.41
215,BrandD T-Shirt 215,Dress,BrandB,359.14,712.54
216,BrandC Jeans 216,Skirt,BrandB,1840.55,1106.53
217,BrandD Dress 217,Jacket,BrandD,396.14,800.53
218,BrandB Sneakers 218,Skirt,BrandB,1029.36,1602.21
219,BrandE Skirt 219,Shorts,BrandC,822.54,733.74
220,BrandC Shirt 220,Sneakers,BrandE,1131.24,1448.12
221,BrandD Jeans 221,T-Shirt,BrandA,936.14,1784.08
222,BrandA Skirt 222,Shoes,BrandB,472.56,2152.19
223,BrandE Skirt 223,Jeans,BrandB,1006.05,1285.34
224,BrandD Sweater 224,Dress,BrandA,689.5,1265.39
225,BrandE Shoes 225,Jacket,BrandC,1741.61,966.12
226,BrandA Dress 226,Dress,BrandD,918.13,571.2
227,BrandA Sneakers 227,Shorts,BrandC,1803.23,416.24
228,BrandB Skirt 228,T-Shirt,BrandD,1548.41,450.25
229,BrandC Sweater 229,Skirt,BrandA,1400,762.62
230,BrandB Jacket 230,Jacket,BrandE,524.23,2369.09
231,BrandD Shoes 231,Dress,BrandC,402.83,1720.59
232,BrandA Jacket 232,Sweater,BrandD,1361.19,2228.64
233,BrandD Sweater 233,T-Shirt,BrandD,1103.03,1014.47
234,BrandC Sweater 234,Shirt,BrandD,490.33,1997.62
235,BrandD Shirt 235,Shirt,BrandD,871.68,1939.93
236,BrandD Sweater 236,Jacket,BrandE,1070.34,1440.03
237,BrandE Dress 237,Jacket,BrandD,1608.79,1671.13
238,BrandA Sneakers 238,Shorts,BrandE,1724.07,841.36
239,BrandB Jacket 239,Sweater,BrandA,1821.35,1761.12
240,BrandA Shorts 240,Jacket,BrandE,315.49,1591.16
241,BrandD Shirt 241,Shorts,BrandA,1768.24,2587.07
242,BrandB Shoes 242,Dress,BrandD,655.45,2344.85
243,BrandE Skirt 243,Jeans,BrandC,1801.35,2566.75
244,BrandA Shirt 244,T-Shirt,BrandE,622.85,405.41
245,BrandE Jacket 245,T-Shirt,BrandD,505.68,1387.05
246,BrandE Sweater 246,Skirt,BrandD,483.81,1187.57
247,BrandB Dress 247,Dress,BrandE,1171.5,710.16
248,BrandC Shoes 248,Jeans,BrandD,1815.6,1921.02
249,BrandE Jacket 249,Skirt,BrandA,1408.64,839.98
250,BrandB Jacket 250,Shoes,BrandA,972.99,1820.15
251,BrandB Dress 251,Sneakers,BrandB,441.17,2930.18
252,BrandB Sweater 252,Jacket,BrandC,1166.47,1816.92
253,BrandA Dress 253,Sweater,BrandB,822.84,1277.32
254,BrandC Jeans 254,Dress,BrandB,1059.53,2154.43
255,BrandE Jeans 255,Skirt,BrandA,756.11,2548.28
256,BrandB Shorts 256,Sneakers,BrandC,1797.46,1659.37
257,BrandA Dress 257,Dress,BrandA,1780.24,1581.83
258,BrandE Jacket 258,Sweater,BrandE,1192.94,1310.91
259,BrandB Sneakers 259,Shoes,BrandB,1536.55,2031.21
260,BrandA Dress 260,Jeans,BrandD,1211.64,980.06
261,BrandA Skirt 261,Skirt,BrandA,1619.31,2118.1
262,BrandB Shirt 262,Jacket,BrandC,546.32,669.08
263,BrandC Skirt 263,Dress,BrandA,716.63,2068.16
264,BrandB Shirt 264,Shoes,BrandC,1743.81,2221.99
265,BrandB Shorts 265,Shorts,BrandC,1899.65,2877.55
266,BrandA Shirt 266,Shirt,BrandA,1423.07,1627
267,BrandB Shoes 267,Shoes,BrandC,1353.35,526.29
268,BrandB Jeans 268,Sneakers,BrandA,514.07,1517.36
269,BrandE Skirt 269,Sneakers,BrandC,1641.47,1516.87
270,BrandA Sweater 270,Shorts,BrandD,1091.42,1558.95
271,BrandA Shirt 271,Jacket,BrandB,1586.2,2900.14
272,BrandA Shoes 272,Dress,BrandA,1091.78,2814.03
273,BrandA Shorts 273,Shorts,BrandC,1763.33,2501.8
274,BrandC Jeans 274,Jeans,BrandB,1813.84,1206.43
275,BrandA Sneakers 275,Dress,BrandC,1668.23,584.69
276,BrandE Jacket 276,Shorts,BrandD,1972.03,2494.2
277,BrandA Dress 277,Skirt,BrandC,1407.23,1472.52
278,BrandA Dress 278,Sneakers,BrandB,1674.87,2419.04
279,BrandE Shoes 279,T-Shirt,BrandB,1861.9,2370.43
280,BrandA Shorts 280,Sneakers,BrandA,589.53,2241.28
281,BrandA Jacket 281,Jeans,BrandD,1440.36,2888.38
282,BrandD Shoes 282,Shirt,BrandD,1039.18,539.51
283,BrandB Jacket 283,T-Shirt,BrandB,725.41,842.69
284,BrandC Sneakers 284,Dress,BrandD,567.84,2277.34
285,BrandC Dress 285,Jeans,BrandA,375.62,2455.26
286,BrandE Jeans 286,Skirt,BrandC,847.85,1637.65
287,BrandC Dress 287,Jeans,BrandB,1071.85,2056.48
288,BrandA Jacket 288,Jacket,BrandC,1713.12,561.41
289,BrandD Jeans 289,Sneakers,BrandC,634.18,2910.03
290,BrandA Sweater 290,Shoes,BrandA,1148.04,415.1
291,BrandD Shirt 291,Skirt,BrandD,1430.67,1950.5
292,BrandE Dress 292,Sweater,BrandE,407.95,1662.38
293,BrandE Dress 293,Shorts,BrandC,1059.77,2501.62
294,BrandE Shirt 294,Shorts,BrandD,1740.7,1973.23
295,BrandE Shirt 295,Shirt,BrandA,1309.01,596.97
296,BrandB Jeans 296,Shoes,BrandA,300.3,1325.07
297,BrandD Jacket 297,Jeans,BrandD,309.62,2452.77
298,BrandD Shirt 298,Shirt,BrandA,1382.26,939.49
299,BrandA Shorts 299,T-Shirt,BrandD,894.07,1229.19
300,BrandC Skirt 300,Shirt,BrandC,684.87,1594.7
301,BrandB Jeans 301,Shorts,BrandA,1225.19,1822.02
302,BrandC Dress 302,Dress,BrandC,1270.86,2774.78
303,BrandB T-Shirt 303,Sweater,BrandD,1859.13,1402.1
304,BrandD Sweater 304,Jeans,BrandB,1956.7,408.18
305,BrandB Shoes 305,Jacket,BrandC,475.39,1279.82
306,BrandC Skirt 306,Shorts,BrandA,616.57,617.82
307,BrandA Sneakers 307,Shorts,BrandE,343.26,503.63
308,BrandD Shoes 308,Jacket,BrandC,1137.03,1468.14
309,BrandE Skirt 309,T-Shirt,BrandE,1971.34,1823.96
310,BrandD Sneakers 310,Sweater,BrandA,1292.33,444.53
311,BrandD Shorts 311,Jeans,BrandD,1554.21,1383.13
312,BrandB Shorts 312,Shoes,BrandC,578.16,660.25
313,BrandA Jeans 313,Jacket,BrandB,1531.85,1807.1
314,BrandA T-Shirt 314,Jacket,BrandC,461.14,2292.58
315,BrandE Skirt 315,Shirt,BrandA,1898.06,2119.88
316,BrandB Sneakers 316,Shoes,BrandD,309.09,2193.61
317,BrandC Shoes 317,Shoes,BrandC,711.51,482.16
318,BrandC Shirt 318,Jeans,BrandB,1801.74,1552.27
319,BrandC T-Shirt 319,Shoes,BrandE,1656.37,2150.29
320,BrandE Jeans 320,Shoes,BrandC,1543.15,436.3
321,BrandA Jacket 321,Shirt,BrandC,1187.28,1112.08
322,BrandC Dress 322,Sneakers,BrandE,724.83,920.75
323,BrandC Sneakers 323,Shorts,BrandA,1491.61,1307.37
324,BrandA Skirt 324,Jacket,BrandB,1639.03,1615.04
325,BrandC Jeans 325,Shirt,BrandE,1370.45,606.43
326,BrandB Shoes 326,Jeans,BrandA,360.78,1561.41
327,BrandE Jeans 327,Shirt,BrandB,1032.05,2462.99
328,BrandE Jeans 328,Shirt,BrandE,361.77,1034.85
329,BrandA T-Shirt 329,Shoes,BrandB,312.66,2677.11
330,BrandE Shoes 330,Skirt,BrandE,911.57,1564.65
331,BrandA Sneakers 331,Shoes,BrandC,467.19,943.49
332,BrandC Sweater 332,Shorts,BrandD,730.44,951.13
333,BrandD Sneakers 333,Jeans,BrandC,1374.55,2950.37
334,BrandC Shorts 334,Shirt,BrandE,1738,1828.68
335,BrandB Shoes 335,Shirt,BrandA,351.13,919.4
336,BrandD T-Shirt 336,Shirt,BrandD,1247.71,794.7
337,BrandD Shoes 337,Sneakers,BrandE,1964.13,1183.11
338,BrandE Sneakers 338,Sweater,BrandB,1278.21,977.89
339,BrandC Dress 339,Skirt,BrandB,1563.78,561.98
340,BrandB T-Shirt 340,Jeans,BrandC,1904.98,2053.78
341,BrandD Jeans 341,T-Shirt,BrandD,585.35,1785.79
342,BrandA Sweater 342,Shirt,BrandD,1196.54,1902.06
343,BrandD Shorts 343,Dress,BrandE,573.29,1342.87
344,BrandE Dress 344,Shorts,BrandA,1016.69,875.48
345,BrandC Dress 345,Shirt,BrandD,1527.32,2470.7
346,BrandA Shorts 346,Jacket,BrandD,1741.69,1677.22
347,BrandE Jacket 347,Jeans,BrandC,1981.9,1485.89
348,BrandD Sweater 348,Shorts,BrandE,1832.6,2116.37
349,BrandA Sweater 349,Shorts,BrandC,605.6,2254.72
350,BrandE Shoes 350,Skirt,BrandA,1975.78,585.88
351,BrandE Sneakers 351,Shirt,BrandA,1457.91,1030.34
352,BrandA T-Shirt 352,Shirt,BrandC,1686.28,418.16
353,BrandE Sneakers 353,Dress,BrandD,1916.67,1306.34
354,BrandE Shirt 354,T-Shirt,BrandD,1908.72,899.46
355,BrandC Shirt 355,Sweater,BrandB,1200.61,1750.1
356,BrandB Shorts 356,Skirt,BrandC,605.57,2583.88
357,BrandB Dress 357,Shorts,BrandA,671.01,1810.95
358,BrandB Sweater 358,Sweater,BrandA,974.27,2540.85
359,BrandB Shirt 359,Shoes,BrandD,1914.72,2434.78
360,BrandE T-Shirt 360,T-Shirt,BrandC,1309.37,1744.97
361,BrandC T-Shirt 361,Sneakers,BrandE,1024.79,2904.84
362,BrandE Jacket 362,Dress,BrandD,1580.52,531.82
363,BrandE Dress 363,Skirt,BrandE,499.16,2392.13
364,BrandD Sneakers 364,Skirt,BrandD,378.18,2512.53
365,BrandD Jeans 365,Shirt,BrandA,1812.29,741.58
366,BrandD Shoes 366,Shirt,BrandA,1705.46,2145.68
367,BrandE T-Shirt 367,Shorts,BrandD,1471.21,1284.91
368,BrandC Jacket 368,T-Shirt,BrandB,842,1198.36
369,BrandC Shorts 369,Sneakers,BrandD,1261.26,2312.12
370,BrandB Jeans 370,Jeans,BrandA,802.6,2765.48
371,BrandC Shirt 371,Jacket,BrandD,893.82,605.44
372,BrandC Dress 372,Jacket,BrandE,1983.96,2202.57
373,BrandC Shirt 373,Shorts,BrandC,516.4,1487.11
374,BrandB Sweater 374,Jeans,BrandA,1663.41,658.5
375,BrandD T-Shirt 375,T-Shirt,BrandE,1530.07,446.17
376,BrandB T-Shirt 376,Shirt,BrandB,491.51,1690.21
377,BrandD Skirt 377,Sneakers,BrandE,1024.64,1382.96
378,BrandC Sneakers 378,T-Shirt,BrandD,1023.43,2832.12
379,BrandE Shirt 379,T-Shirt,BrandE,1390.92,720.16
380,BrandA Dress 380,Shoes,BrandE,1089.58,2058.31
381,BrandA Jeans 381,Skirt,BrandA,1676.22,2284.68
382,BrandB Shorts 382,Dress,BrandC,1740.2,2972.81
383,BrandD Shoes 383,T-Shirt,BrandD,1821.7,1378.97
384,BrandC Sweater 384,Jacket,BrandD,309.45,2842.44
385,BrandE Jacket 385,Shirt,BrandB,441,602.23
386,BrandD Dress 386,Dress,BrandC,1304.11,1632.23
387,BrandA Sweater 387,Dress,BrandC,315.14,1162.75
388,BrandA Shoes 388,Jeans,BrandA,570.84,2231.65
389,BrandB Sneakers 389,Jeans,BrandB,1923.87,2767.34
390,BrandA Shoes 390,Jeans,BrandE,466.03,689.86
391,BrandD Jeans 391,Dress,BrandB,1918.61,1920.95
392,BrandE Jacket 392,Jeans,BrandA,1952.58,2464.4
393,BrandB Dress 393,Shoes,BrandD,1131.85,976.11
394,BrandE Skirt 394,Sweater,BrandE,1768.53,400.99
395,BrandC Jacket 395,Shoes,BrandE,1053.43,1903.85
396,BrandC Shoes 396,Skirt,BrandD,1225.42,2628.21
397,BrandA Dress 397,Shirt,BrandB,1658.04,458.42
398,BrandE Sweater 398,Sweater,BrandC,1304.39,1327.62
399,BrandB T-Shirt 399,Shorts,BrandE,1924.51,1992.16
400,BrandB Shoes 400,Shirt,BrandC,1333.41,728.05
401,BrandB Sneakers 401,T-Shirt,BrandE,812,863.81
402,BrandC Shorts 402,Shoes,BrandC,1787.44,2601.16
403,BrandB Sneakers 403,Jeans,BrandB,1585.43,954.74
404,BrandD Dress 404,Sweater,BrandB,1442.54,2440.48
405,BrandD Shirt 405,Shirt,BrandC,915.26,2064.77
406,BrandC T-Shirt 406,T-Shirt,BrandA,482.42,2302.28
407,BrandB Skirt 407,Shorts,BrandC,773.6,1474.99
408,BrandE Skirt 408,T-Shirt,BrandE,1948.29,2202.14
409,BrandC Jeans 409,Sneakers,BrandD,782.39,723.88
410,BrandD Jeans 410,Shoes,BrandD,1603.94,1042.47
411,BrandA Dress 411,Sneakers,BrandD,1026.79,1754.35
412,BrandC Skirt 412,Shorts,BrandC,1067.62,1483.03
413,BrandC Sneakers 413,Jacket,BrandC,779.83,488.74
414,BrandB Jeans 414,Jacket,BrandE,615.48,2572.44
415,BrandE Sneakers 415,Sweater,BrandE,1079.51,1282.57
416,BrandB Shirt 416,Jacket,BrandD,1946.25,2509.35
417,BrandB Jacket 417,Dress,BrandD,1598.24,1038.51
418,BrandC Shorts 418,Shoes,BrandE,1619.11,434.19
419,BrandE Sweater 419,Shoes,BrandC,311.23,1439.01
420,BrandC Skirt 420,Shirt,BrandE,1209.88,883.88
421,BrandA T-Shirt 421,Shoes,BrandD,1919.49,1083.21
422,BrandA Jeans 422,Sneakers,BrandA,623.15,2198.58
423,BrandD Shirt 423,Skirt,BrandA,1207.51,2946.91
424,BrandC Sneakers 424,Dress,BrandB,617.86,2461.29
425,BrandD Shirt 425,Jeans,BrandC,778.17,2394.33
426,BrandE Shirt 426,Sneakers,BrandC,1286.71,2685.5
427,BrandD Dress 427,Sweater,BrandE,1013.92,882.14
428,BrandA T-Shirt 428,Dress,BrandE,651.14,2391.86
